7.849824418330438647e+00,8.407883967963275751e+00,7.119244784935951031e+00,5.844909949964860019e+00,7.736965562148532705e+00,7.163919408013248002e+00,7.433853516498896141e+00,7.995967084781531398e+00,6.016426574030536933e+00,8.518185999551228349e+00,6.341149595921896420e+00,8.164741329041307338e+00,9.687695028269452280e+00,8.614229153710141418e+00,7.347702145654881001e+00,8.162711645221124357e+00,7.117552064925606992e+00,7.627012954075722995e+00,9.382289390242037896e+00,7.590727696970879457e+00,1.000000000000000000e+00
1.043280015478736722e+00,3.824148799042152547e+00,2.371005473554208098e+00,1.628717098974912236e+00,-1.735273163620265624e-01,2.436830176269908499e+00,1.613259658767417060e+00,1.825987626966428135e+00,7.755532613344421344e-01,-6.677389868701322229e-02,-7.774569102695101375e-01,9.405280771293746955e-01,-3.507966312630046435e-01,1.276129492249076902e+00,3.975209752386803963e+00,4.877866314755550547e+00,1.174645867844321456e+00,1.970118620038473711e+00,1.085948881919890807e+00,1.563332060746984276e+00,1.000000000000000000e+00
4.611613609475444520e-01,1.587345635993194337e+00,3.644183696684761831e-01,4.135780973200121613e-01,1.955046588748587499e+00,-1.320276221303497977e-01,1.523123206683959507e+00,-5.436162640962736159e-01,8.277678435822508618e-01,2.496479032908685447e+00,1.947151249478813906e+00,2.735812644879209721e-01,1.488180798156883311e+00,1.603606410035607333e-02,4.315490285636118806e-01,-2.424860783051137059e-01,-2.946678622290037630e-01,6.098762503495315235e-01,5.527336373031168648e-01,1.784489179261673719e+00,1.000000000000000000e+00
-1.937609802781080637e+00,-1.797798645552078023e+00,-3.014942616339344461e-01,2.435035778183767263e-01,-2.242147382588285609e+00,-1.295705017294362493e+00,-1.369943271969696896e+00,1.238583351573334213e+00,-2.387875169837212042e+00,-1.030054147909740259e-01,-1.486366216556068709e+00,-1.842722873384336824e+00,-2.158407490105027193e+00,-1.198354379925340440e+00,-2.168349731401175262e+00,-2.436928934283166370e+00,-1.765359629558950649e+00,-1.066442464196528439e+00,-2.302456826713324745e+00,-3.770057839364566732e+00,1.000000000000000000e+00
2.082962852315657365e+00,3.243975218431740082e+00,2.274031598788592845e-01,9.308103048233762333e-01,5.280433755764296633e-01,1.805307835737341104e+00,1.579065989304808681e-01,3.284635318263254611e+00,2.028859358829105286e+00,3.608825061923949917e+00,2.314259897266809141e+00,2.725738724843552951e+00,3.873870540798651341e+00,4.049131834212591485e+00,2.895531988318210459e+00,3.643365460674554690e+00,2.129535719051369735e+00,3.809321257233424518e+00,3.833852179967963458e+00,3.129197283285595876e+00,1.000000000000000000e+00
-1.018813213660640704e+00,2.140301329329313162e+00,1.349181702695798180e+00,9.348982268277996610e-01,1.236518315017061997e+00,-2.983267755836547241e-01,4.815219718605059374e-01,-1.363532371737543381e+00,-5.517741922382102260e-01,-2.101149420522345768e-01,1.901108086921392104e+00,-8.757944767968972588e-01,-2.195680361704863692e+00,5.279808930809641865e-01,-3.247043879823101609e-01,-1.869353762070266045e+00,1.327733740161050280e+00,-4.910248797543848021e-02,2.404467162431991323e-01,-7.680730339447932042e-01,1.000000000000000000e+00
1.890757282137752959e+00,1.864992151247759633e+00,2.829879170165614077e+00,2.583005833169542242e+00,1.269695421715061556e+00,2.730596005161687323e+00,1.905833391957308054e+00,4.815307947004239253e+00,1.503566785898876379e+00,3.308018747256692649e+00,3.906134936662594148e-01,2.901054568443393045e+00,4.612130295791073031e+00,1.637843796044763600e+00,3.118009416671387868e+00,3.925947278479656077e+00,1.744117823538781531e+00,2.897625470706864714e+00,2.151881313383884109e+00,1.216246538832364665e+00,1.000000000000000000e+00
-2.080243341586888839e+00,-3.178954305874523989e-01,6.171899175584995012e-01,-1.698741541954739587e+00,-3.935217069435719139e-01,-7.491530381033097985e-01,8.207831148211703898e-01,-4.438638316971315056e-01,-3.978638522857125270e-01,-1.905333625275466458e+00,1.831329616628124324e+00,-7.693116455843205248e-01,-3.207448177230880937e+00,1.300069613439944760e-01,-9.056503709193408636e-01,-1.023255140824512077e+00,3.894807121991583632e-01,-2.444353854838583473e+00,9.443999663970539249e-01,-3.596396432360442930e+00,1.000000000000000000e+00
2.750989815832204144e+00,2.550414336280171224e-01,3.086841593611431733e+00,4.133026554967194954e+00,2.344271422542529848e+00,2.229919087273264822e+00,8.085802762242323416e-01,3.544178311448666463e+00,6.315163200922851994e-01,1.647551459530076201e+00,1.080497819366077472e-01,1.881895296849632970e+00,4.676471226817268345e+00,1.462506576065236041e+00,2.307499828811567788e+00,1.882012088869028599e+00,1.218396678919672516e+00,3.356557870062820470e+00,7.605236755375991420e-01,2.308556231266351233e+00,1.000000000000000000e+00
-3.429301081373099969e+00,-1.674045104103696113e+00,-3.457163341636794840e+00,-2.501521547803649881e+00,-3.270930100734893209e+00,-2.911931800082919075e+00,-3.051096458064104233e+00,-3.919091828490029350e+00,-2.514991928214241668e+00,-1.603705439972693325e+00,-1.046343349939563128e+00,-3.955066505725387316e+00,-3.036569033911637128e+00,-4.089143801628011055e+00,-3.292534163417395909e+00,-5.477791585124688112e+00,-3.750894057477593968e+00,-4.269434675187939732e+00,-3.751178958971544297e+00,-2.506419088673619733e+00,1.000000000000000000e+00
-6.363141650387109660e-01,-1.489030947811436745e+00,-2.979368292059703549e+00,1.373838340830349170e+00,-2.180693157075080713e+00,-1.537514788641074270e+00,-4.639826831356863579e-01,2.971640331122007428e+00,-1.887153295679424359e+00,-2.654315922634900016e-01,-2.023811216810416092e+00,2.966573670069305724e-01,4.053608230308802796e-01,-1.753671775914618092e-01,-2.500845977536680920e-02,1.762253844548378412e+00,-2.899937899921339657e+00,-4.689538136291058201e-01,-3.358413718241415324e-03,1.808624412428894823e+00,1.000000000000000000e+00
-7.658707214061519775e-01,-2.776021927843030923e+00,-4.675480284095296923e-01,-1.541860975844744353e-02,-3.074229549626027236e+00,-5.619938946214151354e-01,-2.952107380577670526e+00,-1.093402624948773161e+00,6.775696110864661836e-01,1.202544106257185552e+00,-8.592054120510124182e-01,-1.770345275636565185e+00,1.693174567171504608e+00,-2.359652438659344931e+00,-7.609290834095072675e-02,-1.218789183095581041e-01,-2.150452266269434531e+00,-1.043592612366678329e+00,-3.977457808262531813e+00,2.585863153998364083e+00,1.000000000000000000e+00
-2.847634150461127334e+00,-1.382722101941174175e+00,1.621441524413986146e+00,-5.968674852464475045e-01,-1.192983486027745732e+00,5.479608192857554627e-01,9.998612379864812993e-01,-2.182960782554002055e-01,6.749885192979920845e-03,-1.760926579681459048e+00,-1.108579510539836166e+00,-1.473607566450388040e+00,-3.079906844103523333e+00,-2.123884507321640136e+00,-1.069274915851705865e+00,-3.798773328263567173e-01,1.366879044028947998e-01,-3.389326442065599743e+00,-1.180896775654020958e+00,-2.903171242428849830e+00,1.000000000000000000e+00
4.802221235769023044e-01,-1.939746752743853664e+00,1.821194679425119922e-01,5.746682151310023023e-02,-1.225950527403370627e+00,2.140083894277562404e-01,-1.455577645434108947e+00,1.270035265989472917e+00,-2.318531437427371333e-01,5.195340993693116083e-01,-1.311138807403737117e+00,1.291921198137274684e+00,2.800222733535204789e+00,8.467306007783508282e-01,-1.252123126197505210e+00,-3.046763409927818245e+00,-6.243261059976503713e-01,1.226234525289810140e+00,3.632106017287006772e-02,5.353732516619320592e-01,1.000000000000000000e+00
-1.949509073619782429e+00,2.771301978142188815e-01,-1.554264182790251025e+00,-1.345776051212187019e+00,-2.448879717962682001e+00,-1.523448252562846106e+00,-2.839702454902494289e+00,-2.332109060425170632e+00,-1.435364813045609145e+00,-2.510509772263822548e+00,1.444195762360316326e-01,-2.130465767834884616e+00,-2.108807666653690127e+00,-1.583207359158131711e+00,-6.404063892897420285e-01,-1.618997072176153074e+00,-6.624003422008701847e-01,-5.760096839352177867e-01,-9.019898346707140302e-01,3.688255181093613722e-01,1.000000000000000000e+00
3.194928768228112670e+00,1.701271916552328456e+00,1.461657287700399266e+00,1.853528577925245724e+00,2.990351280987588289e+00,1.489944722520035070e+00,1.487225625813436869e+00,2.533277128256107957e+00,2.667732738999216480e+00,2.943882243448772140e+00,2.668143260156355723e+00,1.575946991335222425e+00,1.827527650887224464e+00,4.174621088647061384e+00,1.926199562115668895e+00,2.005350322835285137e+00,2.616497840987527912e+00,3.055116171766152355e+00,2.930026715421538697e+00,1.770435261778340985e+00,1.000000000000000000e+00
6.084059432388755351e-01,1.879221606578054704e+00,2.384688124477201132e+00,-4.259644461574656482e-01,9.711494333303014592e-01,2.977951875687285810e+00,3.778929366422816294e+00,4.141636348120155020e+00,2.175812537324826046e+00,4.757701416726785482e+00,8.400450003886350547e-01,2.006366154711393790e+00,1.236795179989755189e+00,2.118652566939974946e+00,1.800719079318755744e+00,3.497315548170116806e+00,1.071161462769298467e+00,1.422025911724949854e+00,2.772950685446783581e+00,-1.386869347835898436e+00,1.000000000000000000e+00
3.873526432739414105e+00,2.718796661820190863e+00,5.152708387165312764e+00,6.483358077334383296e+00,3.644121362922340346e+00,4.719518917132756286e+00,2.363913379963574091e+00,5.455069759796302264e+00,1.361733985214375497e+00,4.004605688638098293e+00,3.996093800396536277e-01,3.472771801963303595e+00,5.941740209270947481e+00,3.912893062656870313e+00,4.174868493961954918e+00,5.262788375639617655e+00,2.507140947121226482e+00,4.255408729313265859e+00,2.119146716691981958e+00,7.443621180065074228e+00,1.000000000000000000e+00
6.944986258253114997e+00,4.858530430128850774e+00,4.369415470728601036e+00,5.614645094915947432e+00,5.424613396711972513e+00,5.505741672545225285e+00,5.025332472901362202e+00,5.690883854250386342e+00,4.276837758492805008e+00,3.709995336993032744e+00,2.227064795265083941e+00,6.154172041922186587e+00,8.143381485904866324e+00,3.500126521019315540e+00,4.702559479021775068e+00,5.257225330998046786e+00,4.999826163702623560e+00,5.113167265145710516e+00,5.895737639771210681e+00,6.777375673850622562e+00,1.000000000000000000e+00
7.495314314152389912e+00,5.618815508668477676e+00,4.923866843102893576e+00,3.870268072311608520e+00,3.962983171741790933e+00,5.368029419673532310e+00,2.208555858359793955e+00,3.842863493183677370e+00,4.262741861675451105e+00,3.764219775843982596e+00,4.829850340595711167e+00,3.044595767747802828e+00,4.451029422087403375e+00,5.682300591408013801e+00,5.174589096790050746e+00,4.705115099784671351e+00,4.890901350408822346e+00,4.296876077950297912e+00,3.853584701544463975e+00,6.149963672844117824e+00,1.000000000000000000e+00
1.580448823187856622e+00,1.290486035213713079e+00,2.482188259289910270e+00,1.291507842073383872e+00,2.200515712535024093e+00,2.930350029958129987e+00,2.512972440248915973e+00,5.210195857833430644e+00,3.128571406865749527e+00,3.231136462917416186e+00,1.825570704773369801e+00,4.043168054963459213e+00,2.698862374666057384e+00,3.057277116424283570e+00,3.304455349508514495e+00,7.063070356715686060e+00,3.731156085045871151e+00,3.519849202085909567e+00,3.507963728903898293e+00,7.472751885990014387e-01,1.000000000000000000e+00
-3.803545976692506159e-01,5.771040352870839829e-01,1.574333569694465584e+00,2.584414722016197263e+00,1.610358004574006685e+00,1.443014393690619457e+00,2.001838230427094523e+00,1.917684975429565952e+00,4.073802758960276549e-02,8.553770275069439988e-01,-6.933255164222991151e-01,1.977016020915051797e+00,5.390752626418428006e-01,1.548554502662320420e-01,2.206089224867535670e-02,9.726302826014611158e-01,1.241179738302261581e+00,1.313521760284617867e+00,3.190442597038074535e-01,6.539220883213040514e-01,1.000000000000000000e+00
2.517089122272344603e+00,8.838870873394701899e-01,2.753987993395011991e+00,1.654122095022734662e+00,2.100919872444504399e+00,2.489606332983497872e+00,3.188017035050293657e+00,2.987895838564942341e+00,2.210490524134611334e+00,1.554065935262000764e+00,1.641714181667365047e+00,1.877198069137608005e+00,2.188792632970180563e+00,6.010319712747250742e-01,4.101161813675942014e+00,6.173524882988941975e+00,1.243451501838882312e+00,2.179936359840115578e+00,1.213576211497304325e+00,1.302525105456133980e+00,1.000000000000000000e+00
